ionosphere,none,n-bins8,none,none,nb,B,0,205,16,126,0.36,0.89,0.38,1,0.53,0.55
weather2,none,n-bins8,none,none,nb,YES,0,3,2,9,0.64,0.82,0.75,1,0.78,0.86
weather2,none,n-bins8,none,none,nb,NO,2,9,0,3,0.36,1,0.25,0,0.4,0
weather2,none,n-bins8,none,none,2b,NO,5,9,0,0,0.36,0,0,0,0,0
weather2,none,n-bins8,none,none,2b,YES,0,0,5,9,0.64,0.64,1,1,0.78,1
weather2,normalize,normal-chops,none,none,nb,YES,0,3,2,9,0.64,0.82,0.75,1,0.78,0.86
weather2,normalize,normal-chops,none,none,nb,NO,2,9,0,3,0.36,1,0.25,0,0.4,0
weather2,normalize,normal-chops,none,none,2b,NO,5,9,0,0,0.36,0,0,0,0,0
weather2,normalize,normal-chops,none,none,2b,YES,0,0,5,9,0.64,0.64,1,1,0.78,1
weather2,none,n-chops8,genic-3-100,none,2b,YES,0,0,5,9,0.64,0.64,1,1,0.78,1
weather2,none,n-chops8,genic-3-100,none,2b,NO,5,9,0,0,0.36,0,0,0,0,0
weather2,none,n-chops8,genic-3-100,none,nb,NO,2,9,0,3,0.36,1,0.25,0,0.4,0
weather2,none,n-chops8,genic-3-100,none,nb,YES,0,3,2,9,0.64,0.82,0.75,1,0.78,0.86
strike,none,normal-chops,genic-3-100,none,nb,-3,148,477,0,0,0.24,0,0,0,0,0
strike,none,normal-chops,genic-3-100,none,nb,-2,148,477,0,0,0.24,0,0,0,0,0
strike,none,normal-chops,genic-3-100,none,nb,-1,101,91,47,386,0.78,0.89,0.81,0.32,0.85,0.46
strike,none,normal-chops,genic-3-100,none,nb,0,148,477,0,0,0.24,0,0,0,0,0
strike,none,normal-chops,genic-3-100,none,nb,1,92,403,56,74,0.27,0.57,0.16,0.38,0.24,0.22
strike,none,normal-chops,genic-3-100,none,nb,2,132,468,16,9,0.23,0.36,0.02,0.11,0.04,0.03
strike,none,normal-chops,genic-3-100,none,nb,3,119,469,29,8,0.2,0.22,0.02,0.2,0.03,0.03
