 (INFOGAIN-PRISM INFOGAIN 4 KNN TRUE,392,15,0,10,.40,.00,1.00,.00,.58)
 (INFOGAIN-PRISM INFOGAIN 4 KNN FALSE,11,6,14,386,.98,.56,.96,.71,.60)
 (BSQUARE-PRISM BSQUARE 4 KNN TRUE,395,18,0,4,.18,.00,1.00,.00,.42)
 (BSQUARE-PRISM BSQUARE 4 KNN FALSE,4,3,18,392,.99,.82,.96,.90,.42)
 (INFOGAIN-NB INFOGAIN 8 KNN TRUE,337,12,51,17,.59,.13,.25,.21,.69)
 (INFOGAIN-NB INFOGAIN 8 KNN FALSE,17,51,12,337,.87,.41,.97,.56,.69)
 (BSQUARE-NB BSQUARE 8 KNN FALSE,31,317,2,67,.17,.06,.97,.09,.41)
 (BSQUARE-NB BSQUARE 8 KNN TRUE,67,2,317,31,.94,.83,.09,.88,.41)
 (INFOGAIN-PRISM INFOGAIN 8 KNN TRUE,385,20,2,10,.33,.01,.83,.01,.53)
 (INFOGAIN-PRISM INFOGAIN 8 KNN FALSE,11,9,19,378,.98,.63,.95,.77,.55)
 (BSQUARE-PRISM BSQUARE 8 KNN FALSE,17,10,10,380,.97,.37,.97,.54,.74)
 (BSQUARE-PRISM BSQUARE 8 KNN TRUE,388,10,2,17,.63,.01,.89,.01,.74)
 (INFOGAIN-NB INFOGAIN 10 KNN TRUE,338,9,56,14,.61,.14,.20,.23,.71)
 (INFOGAIN-NB INFOGAIN 10 KNN FALSE,14,56,9,338,.86,.39,.97,.54,.71)
 (BSQUARE-NB BSQUARE 10 KNN TRUE,336,23,50,8,.26,.13,.14,.17,.47)
 (BSQUARE-NB BSQUARE 10 KNN FALSE,8,50,23,336,.87,.74,.94,.80,.47)
 (INFOGAIN-PRISM INFOGAIN 10 KNN TRUE,385,17,6,9,.35,.02,.60,.03,.54)
 (INFOGAIN-PRISM INFOGAIN 10 KNN FALSE,10,12,16,379,.97,.62,.96,.75,.56)
 (BSQUARE-PRISM BSQUARE 10 KNN TRUE,394,15,3,5,.25,.01,.63,.01,.47)
 (BSQUARE-PRISM BSQUARE 10 KNN FALSE,5,9,15,388,.98,.75,.96,.85,.47)
 (INFOGAIN-NB INFOGAIN 12 KNN TRUE,380,17,14,6,.26,.04,.30,.06,.48)
 (INFOGAIN-NB INFOGAIN 12 KNN FALSE,6,14,17,380,.96,.74,.96,.84,.48)
 (BSQUARE-NB BSQUARE 12 KNN TRUE,353,19,35,10,.34,.09,.22,.14,.53)
 (BSQUARE-NB BSQUARE 12 KNN FALSE,10,35,19,353,.91,.66,.95,.76,.53)
 (INFOGAIN-PRISM INFOGAIN 12 KNN FALSE,11,10,11,385,.97,.50,.97,.66,.65)
